new_word,freq,ratio,category,week,date1,date2
잔액증명서,11,0.0010750586395621578,사회,1주차,20220102,20220108
출생연도,7,0.0006841282251759187,사회,1주차,20220102,20220108
끝나기,8,0.0007818608287724785,사회,1주차,20220102,20220108
제1항,9,0.0008795934323690383,사회,1주차,20220102,20220108
학습지원,11,0.0010750586395621578,사회,1주차,20220102,20220108
서울중부센터,11,0.0010750586395621578,사회,1주차,20220102,20220108
채용절차,6,0.0005863956215793589,사회,1주차,20220102,20220108
대응단계,40,0.003909304143862392,사회,1주차,20220102,20220108
경영책임자,9,0.0008795934323690383,사회,1주차,20220102,20220108
것이기,31,0.0030297107114933544,사회,1주차,20220102,20220108
중점과제,8,0.0007818608287724785,사회,1주차,20220102,20220108
생태자원,6,0.0005863956215793589,사회,1주차,20220102,20220108
기초지방자치단체,6,0.0005863956215793589,사회,1주차,20220102,20220108
혈중알코올농,26,0.0025410476935105552,사회,1주차,20220102,20220108
SNS상,6,0.0005863956215793589,사회,1주차,20220102,20220108
지원정책,6,0.0005863956215793589,사회,1주차,20220102,20220108
거주지별,8,0.0007818608287724785,사회,1주차,20220102,20220108
정대협,7,0.0006841282251759187,사회,1주차,20220102,20220108
접종군,14,0.0013682564503518374,사회,1주차,20220102,20220108
대안교육기관,12,0.0011727912431587178,사회,1주차,20220102,20220108
이다현,10,0.000977326035965598,사회,1주차,20220102,20220108
절연장갑,18,0.0017591868647380765,사회,1주차,20220102,20220108
마련함,7,0.0006841282251759187,사회,1주차,20220102,20220108
수백억원대,6,0.0005863956215793589,사회,1주차,20220102,20220108
국가공무원법,12,0.0011727912431587178,사회,1주차,20220102,20220108
과밀학급,15,0.0014659890539483972,사회,1주차,20220102,20220108
대면수업,8,0.0007818608287724785,사회,1주차,20220102,20220108
재무관리팀,21,0.002052384675527756,사회,1주차,20220102,20220108
재무관리팀장,17,0.0016614542611415168,사회,1주차,20220102,20220108
청소년지원센터,7,0.0006841282251759187,사회,1주차,20220102,20220108
학부모님,10,0.000977326035965598,사회,1주차,20220102,20220108
판결시,10,0.000977326035965598,사회,1주차,20220102,20220108
